cliente_id,edad,antiguedad_cliente,ingresos_mensuales,situacion_laboral,estado_civil,nivel_estudios,provincia_riesgo,segmento_cliente,num_productos,saldo_medio_3m,limite_credito,deuda_total,cuota_mensual_prestamos,utilizacion_credito,porcentaje_ahorro,ratio_endeudamiento,retrasos_30d_12m,retrasos_60d_12m,retrasos_90d_12m,impagos_previos,consultas_credito_6m,nuevas_cuentas_12m,uso_banca_digital,alertas_fraude_12m,reclamaciones_12m,tiene_hipoteca,tiene_prestamo_personal,tiene_tarjeta_credito,tiene_seguro,score_interno,default,dias_mora_actual,recobro_gestionado,refinanciado_post
3973,19,2.5,2089.77,asalariado,soltero,universitarios,alto,medio,1,3914.99,5859.83,17231.97,556.89,0.502,1.873,0.266,1,0,0,1,0,1,0.642,0,0,0,0,0,0,783,0,0,0,0
3974,23,1.2,3189.64,autonomo,soltero,medios,medio,alto,3,-773.63,9106.66,9807.49,109.07,0.47,-0.243,0.034,0,1,0,0,3,2,1.0,0,0,0,0,1,0,852,0,0,0,0
3975,38,7.2,3412.2,jubilado,soltero,basicos,bajo,alto,4,1230.16,14418.47,23884.79,656.12,0.504,0.361,0.192,0,0,0,0,1,1,0.827,0,0,1,1,1,1,950,0,0,0,0
3976,54,18.5,1815.12,temporal,casado,universitarios,medio,medio,3,4723.39,7731.85,0.0,0.0,0.553,2.602,0.0,2,0,0,0,0,2,0.737,0,0,0,0,0,0,950,0,0,0,0
3977,27,0.4,3250.07,temporal,soltero,universitarios,bajo,alto,5,6616.09,11155.11,17700.52,705.2,0.34,2.036,0.217,1,0,0,1,0,0,0.295,1,0,0,0,0,1,821,0,0,0,0
3978,51,16.9,1716.68,temporal,divorciado,basicos,medio,medio,2,1395.71,7789.0,15820.1,430.14,0.486,0.813,0.251,1,0,0,0,1,1,0.549,0,0,1,0,0,0,950,0,0,0,0
3979,48,14.4,1628.57,asalariado,viudo,basicos,alto,medio,3,2405.19,2172.12,11503.55,258.89,0.648,1.477,0.159,0,0,0,0,2,1,0.617,1,1,0,1,1,0,950,0,0,0,0
3980,31,13.9,2889.26,asalariado,viudo,basicos,medio,medio,3,3572.14,12110.99,8158.4,192.5,0.38,1.236,0.067,0,0,0,0,2,0,0.505,0,1,0,1,1,1,950,0,0,0,0
3981,41,5.1,1216.14,autonomo,casado,universitarios,medio,bajo,1,1056.21,4548.8,7638.53,169.59,0.579,0.868,0.139,0,0,0,0,3,1,0.66,1,0,0,1,1,0,860,0,0,0,0
3982,57,10.9,1162.2,jubilado,casado,basicos,bajo,bajo,2,-968.18,4987.58,3866.99,117.28,0.245,-0.833,0.101,1,1,0,0,3,0,0.715,0,0,1,0,0,0,864,0,0,0,0
3983,64,31.1,2122.54,autonomo,casado,medios,bajo,medio,2,761.49,7818.61,17382.14,528.41,0.22,0.359,0.249,1,0,0,0,3,0,0.722,0,0,1,1,1,1,950,0,0,0,0
3984,49,16.0,2518.63,temporal,divorciado,medios,bajo,medio,5,3214.48,2393.45,20378.07,294.03,0.215,1.276,0.117,1,0,0,0,2,0,0.865,0,0,0,0,1,0,950,0,0,0,0
3985,53,16.1,1411.68,autonomo,soltero,basicos,medio,medio,1,655.13,7597.23,5786.23,125.89,0.358,0.464,0.089,2,1,0,0,1,0,0.782,0,0,0,1,1,0,900,0,0,0,0
3986,19,5.7,3301.38,temporal,casado,medios,alto,alto,4,3275.2,5019.7,10850.97,240.78,0.162,0.992,0.073,1,0,0,0,2,0,0.326,0,0,0,1,0,1,922,0,0,0,0
3987,42,4.3,1073.97,asalariado,casado,medios,medio,bajo,2,244.27,4437.74,9211.25,214.46,0.219,0.227,0.2,0,0,0,0,2,0,0.92,0,0,0,0,1,1,882,0,0,0,0
3988,35,5.4,1175.39,asalariado,casado,medios,alto,bajo,4,2078.66,2493.74,0.0,0.0,0.379,1.768,0.0,1,0,0,0,1,0,0.45,2,0,0,1,1,0,844,0,0,0,0
3989,45,16.3,1374.17,jubilado,soltero,basicos,bajo,bajo,2,1149.16,3903.07,9934.16,349.46,0.0,0.836,0.254,0,0,0,0,4,2,0.536,1,0,1,1,1,1,936,0,0,0,0
3990,52,20.4,1589.91,autonomo,casado,basicos,bajo,medio,3,2017.85,4434.73,13088.23,301.74,0.495,1.269,0.19,0,0,0,0,3,2,0.668,0,0,0,0,0,0,950,0,0,0,0
3991,29,5.7,2899.19,asalariado,casado,universitarios,medio,medio,2,7193.95,7010.99,13361.0,173.11,0.171,2.481,0.06,2,0,0,0,3,2,0.668,0,0,0,0,1,1,920,0,0,0,0
3992,53,8.3,2517.6,asalariado,casado,universitarios,bajo,medio,3,4644.42,4136.86,17202.57,577.63,0.168,1.845,0.229,1,0,0,0,1,1,0.504,0,0,1,1,0,1,918,0,0,0,0
3993,30,4.6,1813.05,asalariado,casado,basicos,bajo,medio,3,-47.17,6351.42,7545.83,256.12,0.512,-0.026,0.141,0,0,1,0,2,3,0.656,0,0,0,0,1,0,848,0,0,0,0
3994,18,0.0,1455.14,asalariado,casado,universitarios,medio,medio,3,626.28,4879.51,8066.08,252.43,0.071,0.43,0.173,0,0,0,0,2,0,0.607,1,1,0,1,0,1,849,0,0,0,0
3995,53,21.4,1987.57,asalariado,casado,postgrado,bajo,medio,5,1371.89,7676.79,6016.78,82.02,0.654,0.69,0.041,0,0,0,1,2,1,0.568,0,0,1,1,1,1,950,0,0,0,0
3996,61,1.7,2611.23,temporal,casado,universitarios,bajo,medio,1,3005.92,8256.79,17287.52,253.74,0.067,1.151,0.097,1,1,0,0,1,0,0.586,0,0,1,0,1,0,840,0,0,0,0
3997,58,16.5,2724.28,jubilado,divorciado,basicos,medio,medio,3,4296.79,9993.13,13626.94,282.99,0.38,1.577,0.104,1,0,0,0,1,0,0.603,0,2,0,0,1,1,950,0,0,0,0
3998,35,9.7,1910.36,asalariado,viudo,medios,medio,medio,1,4550.68,7390.77,4073.68,89.3,0.57,2.382,0.047,1,0,1,0,1,1,0.681,0,0,0,0,1,0,864,0,0,0,0
3999,48,4.5,2015.11,asalariado,casado,universitarios,medio,medio,1,1640.45,9283.83,6293.61,64.91,0.21,0.814,0.032,0,0,0,0,1,0,0.466,0,1,1,0,1,1,939,0,0,0,0
4000,25,2.8,3874.15,asalariado,soltero,medios,bajo,alto,1,5027.96,16331.23,24513.15,779.94,0.317,1.298,0.201,0,1,0,0,2,1,0.553,0,1,0,0,0,0,853,0,0,0,0
4001,44,8.5,1454.21,asalariado,divorciado,basicos,bajo,medio,2,1897.41,6592.92,2007.58,68.12,0.157,1.305,0.047,0,0,0,0,1,2,0.803,0,0,0,0,1,1,893,0,0,0,0
4002,59,10.2,1988.38,asalariado,casado,basicos,bajo,medio,2,930.22,9228.08,3554.75,98.95,0.462,0.468,0.05,0,0,0,0,3,1,0.638,0,0,1,1,1,1,950,0,0,0,0
4003,66,20.0,3081.92,temporal,soltero,postgrado,bajo,alto,5,842.76,9611.87,19084.68,631.62,0.154,0.273,0.205,1,0,0,0,0,0,0.777,0,1,1,0,1,0,950,0,0,0,0
4004,26,6.8,2357.06,temporal,divorciado,universitarios,medio,medio,2,2522.98,9564.44,11216.84,175.29,0.457,1.07,0.074,2,0,0,0,0,2,0.319,0,1,0,0,1,1,891,0,0,0,0
4005,40,9.3,3872.95,temporal,casado,medios,medio,alto,2,3204.84,15695.28,18954.78,381.16,0.323,0.827,0.098,0,0,0,0,2,0,0.862,0,0,1,1,1,0,942,0,0,0,0
4006,44,9.3,2475.15,temporal,divorciado,basicos,medio,medio,3,1450.46,9848.59,17178.55,493.26,0.735,0.586,0.199,1,0,0,0,4,0,0.234,0,0,0,0,1,0,917,0,0,0,0
4007,47,22.9,2382.2,asalariado,divorciado,universitarios,bajo,medio,4,1615.8,7228.48,12980.52,507.16,0.682,0.678,0.213,0,0,0,0,0,3,0.291,0,0,1,0,1,1,950,0,0,0,0
4008,53,10.5,5930.99,temporal,viudo,medios,medio,alto,1,12403.05,30853.84,11163.19,350.77,0.182,2.091,0.059,2,0,0,0,2,0,1.0,0,0,1,0,1,1,950,0,0,0,0
4009,32,1.3,1639.04,asalariado,divorciado,basicos,bajo,medio,5,2577.3,2133.92,11052.35,398.13,0.24,1.572,0.243,1,0,0,0,2,0,0.842,0,1,0,0,1,0,897,0,0,0,0
4010,46,16.0,2311.98,asalariado,casado,universitarios,bajo,medio,2,3335.45,10846.31,10808.36,325.46,0.21,1.443,0.141,4,0,1,0,2,2,0.573,0,0,1,1,0,1,899,0,0,0,0
4011,30,2.9,2766.78,jubilado,casado,universitarios,medio,medio,2,2766.49,12007.54,9706.19,262.3,0.125,1.0,0.095,2,0,0,0,1,2,0.388,0,0,1,0,0,0,824,0,0,0,0
4012,67,18.4,1024.25,asalariado,divorciado,universitarios,medio,bajo,2,847.8,5088.38,3348.31,133.02,0.049,0.828,0.13,4,0,1,0,0,0,0.606,1,0,0,1,0,1,947,0,0,0,0
4013,20,5.0,3666.92,autonomo,casado,universitarios,alto,alto,5,4680.27,9871.71,9483.83,341.58,0.462,1.276,0.093,0,0,0,0,3,2,0.359,0,0,0,1,1,0,913,0,0,0,0
4014,18,0.0,2218.44,temporal,casado,medios,medio,medio,4,1452.04,9334.8,4554.97,80.0,0.548,0.655,0.036,1,0,1,0,2,0,0.25,0,1,0,0,1,1,794,0,0,0,0
4015,26,9.1,1064.49,asalariado,soltero,universitarios,bajo,bajo,2,1993.35,2935.96,12171.23,147.03,0.476,1.873,0.138,2,2,0,0,3,1,0.629,0,0,0,0,0,0,782,0,0,0,0
4016,36,6.1,1076.89,asalariado,casado,medios,medio,bajo,2,1454.81,3088.51,3857.46,94.92,0.314,1.351,0.088,3,0,0,0,2,2,0.842,0,0,0,0,1,0,862,0,0,0,0
4017,44,17.1,1670.38,asalariado,casado,medios,bajo,medio,4,2596.63,4868.17,5546.56,62.38,0.303,1.555,0.037,0,0,1,0,2,0,0.491,0,0,0,0,1,0,950,0,0,0,0
4018,48,18.8,2004.6,autonomo,casado,medios,medio,medio,3,4417.17,5617.95,2375.91,79.09,0.348,2.204,0.039,0,1,1,0,4,0,0.529,0,1,0,0,1,0,950,0,0,0,0
4019,42,8.1,1684.66,temporal,casado,basicos,medio,medio,6,2553.66,6596.22,11061.81,137.68,0.534,1.516,0.082,1,2,0,0,3,0,0.94,0,1,0,0,1,0,901,0,0,0,0
4020,47,8.0,2429.94,asalariado,casado,universitarios,bajo,medio,4,2506.82,10899.6,14208.7,523.74,0.272,1.032,0.216,1,1,0,0,1,3,0.631,2,2,0,0,1,0,874,0,0,0,0
4021,46,8.3,2360.08,autonomo,divorciado,universitarios,bajo,medio,6,1953.25,7635.92,18870.4,195.01,0.418,0.828,0.083,2,0,0,0,3,2,0.307,0,1,0,0,1,1,950,0,0,0,0
4022,18,0.0,1482.08,asalariado,divorciado,universitarios,bajo,medio,1,1198.65,6610.86,7243.0,252.51,0.449,0.809,0.17,0,0,0,0,2,1,0.534,0,0,0,1,1,1,833,0,0,0,0
4023,28,5.8,931.15,autonomo,casado,universitarios,bajo,bajo,3,407.96,4053.12,3522.79,138.52,0.612,0.438,0.149,3,0,0,0,2,0,0.789,0,1,0,1,1,0,755,0,0,0,0
4024,44,9.5,2233.24,asalariado,soltero,medios,bajo,medio,1,1668.5,12415.83,7391.72,228.45,0.373,0.747,0.102,0,0,0,0,4,0,1.0,0,1,0,1,0,0,929,0,0,0,0
4025,32,12.1,4168.97,asalariado,casado,postgrado,medio,alto,3,4336.98,14857.06,6235.34,129.82,0.212,1.04,0.031,1,0,0,0,2,1,0.986,0,0,0,0,1,0,950,0,0,0,0
4026,37,3.9,2726.58,temporal,divorciado,basicos,bajo,medio,5,3028.69,15170.76,9697.23,161.18,0.284,1.111,0.059,1,0,0,0,2,1,0.516,1,0,0,1,1,1,929,0,0,0,0
4027,41,20.0,1661.99,jubilado,casado,universitarios,alto,medio,1,79.28,7069.43,4732.19,92.37,0.472,0.048,0.056,2,0,0,0,0,0,0.725,0,0,1,0,0,0,950,0,0,0,0
4028,51,5.0,3063.79,autonomo,casado,universitarios,bajo,alto,2,6912.18,15137.25,15846.95,410.12,0.395,2.256,0.134,1,0,0,0,2,0,0.435,0,1,0,0,1,1,899,0,0,0,0
4029,54,21.1,2961.59,asalariado,divorciado,basicos,bajo,medio,2,2428.25,12492.19,24015.59,294.07,0.199,0.82,0.099,1,0,0,0,1,3,0.901,0,0,1,1,1,1,950,0,0,0,0
4030,54,23.6,4482.05,autonomo,divorciado,medios,bajo,alto,3,6000.42,12344.21,10596.58,346.64,0.52,1.339,0.077,0,0,0,0,2,0,0.551,1,1,1,1,1,1,950,0,0,0,0
4031,40,8.6,2795.69,temporal,soltero,basicos,bajo,medio,3,659.8,14201.22,16797.51,175.49,0.178,0.236,0.063,2,0,0,0,1,2,0.826,0,1,1,0,1,1,904,0,0,0,0
4032,76,40.0,1036.81,asalariado,divorciado,medios,medio,bajo,1,384.89,3939.41,0.0,0.0,0.345,0.371,0.0,0,1,0,0,1,0,0.878,0,0,0,0,1,0,950,0,0,0,0
4033,46,4.3,2362.42,asalariado,casado,medios,bajo,medio,2,3233.75,8771.97,2312.19,72.49,0.194,1.369,0.031,0,0,0,0,0,1,0.822,0,1,0,0,1,1,950,0,0,0,0
4034,41,14.4,4604.05,asalariado,casado,basicos,alto,alto,1,4087.09,15689.06,14598.16,288.53,0.0,0.888,0.063,2,0,0,0,0,4,0.293,0,0,0,0,1,0,950,0,0,0,0
4035,37,6.4,3977.19,asalariado,soltero,medios,bajo,alto,2,6392.24,12381.02,11486.54,233.97,0.668,1.607,0.059,1,0,0,0,1,0,0.659,0,1,0,0,1,0,898,0,0,0,0
4036,51,19.4,2116.62,asalariado,casado,postgrado,alto,medio,1,5020.96,7649.77,11001.92,379.11,0.462,2.372,0.179,0,1,0,1,2,2,0.788,0,0,0,0,0,0,868,0,0,0,0
4037,53,12.5,1875.94,asalariado,soltero,universitarios,medio,medio,6,2498.79,6875.16,6640.26,167.69,0.947,1.332,0.089,1,1,0,0,0,1,0.692,1,0,0,0,1,0,929,0,0,0,0
4038,43,10.5,1941.75,temporal,divorciado,postgrado,medio,medio,3,583.92,4913.45,4704.59,90.98,0.442,0.301,0.047,2,1,0,1,1,1,0.56,0,0,1,1,1,0,820,0,0,0,0
4039,38,15.4,1402.61,asalariado,soltero,universitarios,bajo,medio,2,2112.07,5817.31,0.0,0.0,0.649,1.506,0.0,0,1,1,1,2,0,1.0,0,0,0,0,0,0,805,0,0,0,0
4040,36,9.0,999.93,asalariado,casado,medios,medio,bajo,4,192.38,3179.49,5933.94,203.25,0.069,0.192,0.203,0,0,0,0,2,1,0.786,0,1,0,0,1,1,931,0,0,0,0
4041,53,8.0,1715.74,temporal,casado,universitarios,bajo,medio,1,2054.19,6925.33,10058.17,202.82,0.403,1.197,0.118,2,1,0,0,4,3,1.0,0,1,0,1,1,0,845,0,0,0,0
4042,67,18.2,2846.19,asalariado,casado,universitarios,medio,medio,3,935.86,13846.93,4718.1,138.98,0.206,0.329,0.049,1,0,0,0,0,2,0.824,0,0,1,0,1,0,950,0,0,0,0
4043,35,7.0,1910.13,asalariado,casado,postgrado,alto,medio,1,4484.52,8374.94,13053.17,347.95,0.158,2.348,0.182,0,0,0,0,2,1,0.598,0,0,0,1,0,0,948,0,0,0,0
4044,27,4.9,1106.79,jubilado,soltero,basicos,medio,bajo,2,1092.57,4275.93,5380.44,123.53,0.139,0.987,0.112,3,0,0,0,1,0,0.7,0,1,0,0,0,1,850,0,0,0,0
4045,32,7.5,1247.71,asalariado,soltero,medios,medio,bajo,6,2376.0,6193.62,3060.4,39.01,0.496,1.904,0.031,1,1,0,0,0,0,0.732,0,0,0,0,1,1,911,0,0,0,0
4046,52,13.5,2313.1,autonomo,casado,medios,medio,medio,6,618.01,6429.54,7264.91,108.08,0.341,0.267,0.047,0,0,0,0,4,1,0.737,1,0,1,0,1,0,950,0,0,0,0
4047,33,7.9,1872.3,asalariado,soltero,universitarios,bajo,medio,3,1525.49,7800.26,14472.63,254.31,0.644,0.815,0.136,1,0,0,0,0,1,1.0,0,0,0,0,1,1,930,0,0,0,0
4048,45,11.4,3867.81,asalariado,divorciado,universitarios,alto,alto,4,4389.93,13323.23,8682.18,227.15,0.658,1.135,0.059,1,0,1,0,2,2,0.397,0,0,0,1,1,0,937,0,0,0,0
4049,58,25.9,5394.77,autonomo,casado,universitarios,medio,alto,5,1543.5,12411.0,39818.36,901.51,0.253,0.286,0.167,1,1,0,0,2,3,1.0,1,1,0,0,1,1,950,0,0,0,0
4050,31,5.9,1409.77,temporal,soltero,basicos,medio,medio,2,3236.88,6054.39,0.0,0.0,0.544,2.296,0.0,1,0,1,0,2,0,0.45,0,0,0,1,1,0,823,0,0,0,0
4051,41,13.0,2137.56,temporal,casado,medios,medio,medio,4,1779.34,6982.15,4060.62,41.78,0.932,0.832,0.02,2,0,0,0,3,0,0.595,0,0,0,0,0,0,900,0,0,0,0
4052,41,6.5,3530.58,asalariado,casado,medios,bajo,alto,2,5709.06,2486.91,7437.12,256.18,0.712,1.617,0.073,2,1,1,0,0,0,0.741,0,0,0,0,1,0,853,0,0,0,0
4053,48,7.6,3775.68,asalariado,soltero,medios,medio,alto,1,5284.19,7469.69,12234.66,406.03,0.287,1.4,0.108,1,0,0,0,4,0,0.683,0,0,1,0,0,1,870,0,0,0,0
4054,51,11.0,2127.96,jubilado,casado,medios,medio,medio,6,2662.27,2801.32,6364.96,244.21,0.573,1.251,0.115,1,0,0,0,1,0,0.76,0,1,0,1,1,1,950,0,0,0,0
4055,22,5.8,1264.36,desempleado,casado,medios,bajo,bajo,3,1153.93,4587.81,5717.71,189.99,0.089,0.913,0.15,2,1,0,0,0,0,0.994,0,1,0,1,1,0,848,0,0,0,0
4056,52,23.4,2272.71,asalariado,divorciado,universitarios,bajo,medio,2,1199.94,7030.06,7921.81,235.2,0.417,0.528,0.103,0,0,1,0,3,0,0.343,1,0,0,1,1,1,938,0,0,0,0
4057,36,8.5,1664.88,asalariado,casado,basicos,alto,medio,1,465.63,4878.84,6776.71,170.8,0.685,0.28,0.103,1,1,1,0,1,0,0.416,0,0,0,0,0,0,882,0,0,0,0
4058,26,0.0,1819.14,asalariado,soltero,universitarios,alto,medio,4,2402.51,4137.97,6079.48,201.01,0.433,1.321,0.11,0,0,0,0,0,1,0.278,0,0,0,0,1,0,907,0,0,0,0
4059,43,12.7,3464.78,asalariado,casado,medios,bajo,alto,6,1937.76,13441.95,14850.18,547.67,0.353,0.559,0.158,2,0,0,0,4,1,0.747,0,0,0,0,0,0,950,0,0,0,0
4060,43,9.3,2839.37,desempleado,soltero,medios,bajo,medio,1,2365.62,9181.17,5118.99,180.33,0.479,0.833,0.064,2,2,0,0,2,1,0.529,0,0,0,0,0,0,796,0,0,0,0
4061,54,5.4,2218.9,temporal,casado,basicos,bajo,medio,3,3987.31,4123.92,15421.19,167.89,0.553,1.797,0.076,2,1,0,1,0,0,0.602,0,0,0,0,1,0,761,0,0,0,0
4062,33,0.0,1530.8,asalariado,divorciado,medios,medio,medio,5,3771.17,6904.8,3098.31,66.16,0.648,2.464,0.043,0,1,1,1,2,0,0.841,0,1,0,0,1,1,732,1,45,0,1
4063,56,18.3,1448.35,autonomo,casado,medios,bajo,medio,2,2270.53,4081.39,4546.25,67.29,0.208,1.568,0.046,0,1,0,0,0,1,0.519,0,1,0,1,1,0,950,0,0,0,0
4064,48,7.1,1701.44,desempleado,soltero,postgrado,bajo,medio,3,-185.41,8238.03,8681.38,172.73,0.506,-0.109,0.102,1,1,0,1,1,3,0.811,0,0,1,0,1,0,810,0,0,0,0
4065,36,4.3,3577.27,jubilado,casado,medios,medio,alto,2,872.36,9761.1,22063.7,239.72,0.478,0.244,0.067,2,0,0,1,3,0,0.732,0,0,0,0,1,0,803,0,0,0,0
4066,45,17.2,1583.18,autonomo,casado,basicos,medio,medio,5,182.62,3980.18,3095.54,83.36,0.042,0.115,0.053,1,0,0,0,0,1,0.383,0,1,0,0,1,1,950,0,0,0,0
4067,50,13.0,1891.11,desempleado,soltero,postgrado,bajo,medio,2,2346.93,4704.37,13155.97,214.67,0.37,1.241,0.114,2,0,0,0,0,3,0.994,0,0,1,1,1,0,950,0,0,0,0
4068,52,12.5,1961.34,desempleado,divorciado,universitarios,alto,medio,1,3127.93,4474.87,14929.54,476.16,0.333,1.595,0.243,4,1,0,0,5,2,0.738,0,0,0,0,0,1,865,0,0,0,0
4069,43,11.5,2584.43,jubilado,casado,universitarios,medio,medio,3,4828.95,10507.22,8198.46,143.13,0.2,1.868,0.055,2,0,0,0,1,1,0.787,1,2,0,1,0,0,944,0,0,0,0
4070,43,11.5,1033.31,jubilado,soltero,medios,bajo,bajo,2,1009.67,3115.17,6699.48,87.44,0.472,0.977,0.085,0,0,0,0,4,1,0.844,0,1,0,0,0,0,925,0,0,0,0
4071,56,23.2,2676.26,asalariado,divorciado,basicos,medio,medio,3,5470.08,7977.21,14445.74,184.34,0.333,2.044,0.069,0,0,0,0,1,0,0.497,0,0,0,1,0,0,950,0,0,0,0
4072,47,5.7,2376.7,asalariado,soltero,postgrado,medio,medio,3,527.36,9732.67,10991.49,206.15,0.616,0.222,0.087,0,0,0,0,0,1,0.448,0,0,0,0,0,0,900,0,0,0,0
4073,31,3.0,3051.74,temporal,casado,universitarios,medio,alto,6,4400.83,6367.19,6539.84,136.37,0.852,1.442,0.045,2,0,0,0,1,1,0.27,0,1,1,0,1,1,913,0,0,0,0
4074,30,4.2,1807.67,jubilado,soltero,universitarios,bajo,medio,3,2094.24,6850.32,12580.94,369.41,0.534,1.159,0.204,2,1,0,0,0,1,0.751,0,0,1,0,1,1,843,0,0,0,0
4075,47,13.3,2389.59,autonomo,casado,basicos,medio,medio,4,566.66,4963.39,7863.42,304.59,0.184,0.237,0.127,0,1,0,0,1,2,0.944,2,0,0,0,1,1,950,0,0,0,0
4076,47,12.2,5555.55,temporal,soltero,universitarios,medio,alto,1,6617.95,13622.8,13021.98,176.61,0.177,1.191,0.032,0,0,0,0,2,0,0.545,0,0,1,1,0,1,950,0,0,0,0
4077,38,10.0,1465.96,autonomo,casado,postgrado,bajo,medio,4,1553.58,4726.43,3794.27,76.12,0.385,1.06,0.052,1,0,0,0,0,1,0.682,0,1,1,0,0,1,950,0,0,0,0
4078,48,9.8,2469.31,autonomo,casado,universitarios,bajo,medio,6,-1708.0,12947.27,18697.26,493.59,0.529,-0.692,0.2,0,0,0,0,4,0,0.809,0,0,0,1,1,0,925,0,0,0,0
4079,49,10.1,1244.61,autonomo,soltero,medios,alto,bajo,1,2046.64,1801.13,10179.19,205.26,0.57,1.644,0.165,0,0,1,0,1,0,0.293,0,0,0,1,1,0,873,0,0,0,0
4080,30,7.4,1617.28,jubilado,soltero,basicos,bajo,medio,3,884.26,5921.16,6586.33,219.02,0.57,0.547,0.135,0,0,0,0,3,2,1.0,0,0,0,0,1,1,898,0,0,0,0
4081,64,29.0,1437.01,temporal,divorciado,medios,medio,medio,2,1457.13,7279.37,14816.75,345.39,0.44,1.014,0.24,2,0,0,0,1,3,0.951,1,0,1,1,1,1,950,0,0,0,0
4082,36,4.1,2810.83,temporal,soltero,universitarios,bajo,medio,4,4358.72,5208.63,13234.12,197.77,0.007,1.551,0.07,2,0,0,0,4,0,0.641,0,0,0,1,1,0,861,0,0,0,0
4083,47,8.5,2230.39,desempleado,soltero,medios,bajo,medio,6,1374.64,7103.73,18440.5,651.74,0.366,0.616,0.292,2,1,1,0,3,1,0.951,0,0,0,0,1,0,768,0,0,0,0
4084,24,3.9,1411.12,desempleado,soltero,basicos,bajo,medio,5,938.12,2962.73,8348.74,323.54,0.336,0.665,0.229,2,0,1,0,6,0,0.818,0,1,0,0,1,1,765,0,0,0,0
4085,25,8.4,3264.16,autonomo,casado,universitarios,medio,alto,3,4871.17,14402.12,21907.36,460.39,0.306,1.492,0.141,0,0,0,0,2,1,0.414,0,1,0,0,1,1,948,0,0,0,0
4086,31,4.3,4379.09,autonomo,casado,medios,medio,alto,4,6036.71,11894.35,13082.16,315.16,0.438,1.379,0.072,0,0,0,0,2,0,0.148,0,0,0,0,1,1,950,0,0,0,0
4087,24,4.4,1993.39,asalariado,divorciado,basicos,bajo,medio,5,2325.64,7916.06,5911.03,174.91,0.222,1.167,0.088,1,0,0,0,3,0,0.383,0,0,0,0,1,0,874,0,0,0,0
4088,31,7.1,1438.17,autonomo,soltero,basicos,bajo,medio,3,836.42,6142.94,2224.71,73.26,0.411,0.582,0.051,0,0,0,0,2,1,0.459,0,0,0,0,0,1,906,0,0,0,0
4089,42,16.5,1464.47,asalariado,soltero,postgrado,medio,medio,3,868.71,3792.1,1799.36,33.86,0.278,0.593,0.023,2,0,0,0,1,1,1.0,1,0,0,0,1,0,938,0,0,0,0
4090,37,6.3,2327.56,temporal,divorciado,universitarios,medio,medio,4,521.76,1850.6,4596.33,69.38,0.424,0.224,0.03,1,0,0,0,0,1,0.398,1,0,0,0,1,1,950,0,0,0,0
4091,48,15.6,3683.11,asalariado,soltero,postgrado,medio,alto,2,4998.07,7421.62,28129.58,365.87,0.309,1.357,0.099,1,1,1,0,3,0,0.721,0,1,1,1,0,1,928,0,0,0,0
4092,49,15.2,3758.77,asalariado,soltero,medios,medio,alto,5,5604.13,17184.94,14797.19,164.09,0.244,1.491,0.044,0,0,0,0,3,0,0.824,0,0,0,0,1,0,950,0,0,0,0
4093,37,14.0,2360.15,asalariado,divorciado,basicos,bajo,medio,2,5810.68,6890.51,13645.66,523.5,0.55,2.462,0.222,0,0,0,0,1,2,0.849,0,1,1,0,1,1,950,0,0,0,0
4094,30,9.8,1971.9,asalariado,soltero,medios,alto,medio,2,-241.64,6529.7,10131.13,358.14,0.374,-0.123,0.182,0,0,0,0,2,1,0.336,0,0,0,1,0,0,908,0,0,0,0
4095,50,22.5,2608.46,asalariado,soltero,medios,medio,medio,4,5491.7,8263.11,11934.09,389.13,0.178,2.105,0.149,0,1,0,0,3,0,0.665,0,1,0,1,1,1,950,0,0,0,0
4096,30,6.6,2896.29,jubilado,casado,universitarios,alto,medio,3,5087.43,9419.33,12602.94,467.05,0.351,1.757,0.161,3,1,0,0,1,1,0.631,0,0,0,0,1,0,832,0,0,0,0
4097,44,1.2,3038.33,asalariado,viudo,medios,medio,alto,4,860.27,8998.08,16404.91,340.65,0.352,0.283,0.112,1,0,0,0,2,1,0.806,0,2,0,1,1,0,905,0,0,0,0
4098,44,6.2,3431.74,jubilado,soltero,universitarios,medio,alto,3,579.88,10811.76,14518.07,344.74,0.488,0.169,0.1,0,2,1,0,1,0,0.729,0,0,0,1,0,0,827,0,0,0,0
4099,51,16.2,1572.49,asalariado,casado,basicos,medio,medio,3,3135.54,7359.84,4122.54,65.97,0.497,1.994,0.042,2,0,0,0,1,1,0.387,0,1,0,1,1,0,950,0,0,0,0
4100,25,3.3,2108.92,asalariado,casado,universitarios,medio,medio,3,2138.16,7412.98,13996.91,541.51,0.325,1.014,0.257,1,0,0,0,2,0,1.0,0,0,0,0,1,1,866,0,0,0,0
4101,54,9.2,3971.51,autonomo,casado,universitarios,alto,alto,2,4185.35,19603.73,18829.08,347.29,0.617,1.054,0.087,0,0,1,0,2,0,0.725,1,1,1,0,0,1,864,0,0,0,0
4102,53,11.4,728.05,autonomo,casado,medios,alto,bajo,4,2249.94,2138.93,2015.93,75.81,0.676,3.09,0.104,1,0,0,0,1,0,0.428,0,0,0,1,1,1,909,0,0,0,0
4103,45,9.7,2165.08,asalariado,soltero,basicos,bajo,medio,2,3214.99,10836.11,17193.51,347.39,0.34,1.485,0.16,0,1,0,1,1,0,0.695,0,0,0,0,1,1,848,0,0,0,0
